mode_main,distance,main_reason,week_day,age,education,female,main_activity,license,cars,temp,precip,wind
1,2.4928,5,2,39,2,1,4,0,0,6.3,0,5.3
4,6.61584,3,2,50,1,1,2,0,0,14.6,0,1.9
11,1.27278,7,3,44,3,1,1,1,1,7.3,0,4.2
11,6.61032,2,3,44,3,1,1,1,1,7.3,0,4.2
11,6.61032,10,3,44,3,1,1,1,1,7.3,0,4.2
11,1.27278,10,3,44,3,1,1,1,1,7.3,0,4.2
2,11.1658,4,3,17,1,1,6,0,0,7.3,0,4.2
11,8.06602,7,3,50,3,0,1,1,1,7.3,0,4.2
11,15.1223,2,3,50,3,0,1,1,1,7.3,0,4.2
11,22.3587,2,3,50,3,0,1,1,1,7.3,0,4.2
2,19.9763,2,2,36,3,1,1,1,1,10.3,0.3,2.2
4,7.43043,2,4,42,3,1,1,1,1,8.4,17.3,4.2
4,7.39017,10,4,42,3,1,1,1,1,8.4,17.3,4.2
6,2.0895,9,1,46,3,0,1,1,1,14.9,0,1.7
4,4.03138,2,4,31,3,1,1,1,1,5.4,0,2.8
6,0.94634,6,2,58,1,1,4,0,1,18.6,0.1,0
6,0.383646,9,1,24,3,0,6,0,0,9.6,0,1.9
6,4.63447,3,4,31,3,1,2,1,0,5.4,0,2.8
11,6.02308,2,4,38,3,1,1,1,1,17.7,2.8,2.5
11,8.29741,10,4,38,3,1,1,1,1,17.7,2.8,2.5
11,8.27125,8,4,38,3,1,1,1,1,17.7,2.8,2.5
11,6.00824,8,4,38,3,1,1,1,1,17.7,2.8,2.5
10,1.82362,2,3,38,2,0,1,1,1,20.8,0.3,1.4
11,6.78077,2,1,43,2,1,1,1,1,14.4,5.3,3.3
4,8.41667,10,2,46,3,1,8,0,0,10.3,0.3,2.2
11,10.5033,6,4,50,1,1,8,1,1,6.6,0,2.2
11,23.5646,2,1,60,3,1,1,1,1,6.7,4.2,3.3
11,15.1965,6,1,60,3,1,1,1,1,6.7,4.2,3.3
11,15.1965,2,1,60,3,1,1,1,1,6.7,4.2,3.3
11,11.9338,5,3,68,3,0,3,1,1,7.3,0,4.2
2,17.4905,4,4,24,3,0,6,1,0,6.6,0,2.2
11,25.7201,2,2,55,3,1,1,1,1,10.3,0.3,2.2
2,10.5881,6,2,51,1,1,7,0,0,6.3,0,5.3
11,16.5609,2,4,53,3,1,1,1,1,8.9,0.1,5
11,0.982674,7,4,53,3,1,1,1,1,8.9,0.1,5
11,0.312024,7,4,53,3,1,1,1,1,8.9,0.1,5
11,0.982674,10,4,53,3,1,1,1,1,8.9,0.1,5
11,0.87682,7,4,53,3,1,1,1,1,8.9,0.1,5
11,10.574,2,4,38,2,1,1,1,1,6.6,0,2.2
11,18.6676,11,3,44,3,1,4,1,1,9.8,22.9,3.1
11,32.3652,5,3,44,3,1,4,1,1,9.8,22.9,3.1
11,22.7643,2,1,50,2,0,1,1,1,9.6,0,1.9
11,3.88354,9,1,50,2,0,1,1,1,9.6,0,1.9
11,17.7166,2,3,56,1,0,1,1,1,14.8,0.2,NULL
11,22.7889,2,2,24,1,0,1,1,1,10.3,0.3,2.2
2,12.8,3,3,21,2,1,2,0,0,9.8,22.9,3.1
2,19.198,4,1,22,1,1,2,1,1,6.7,4.2,3.3
2,10.3776,10,3,51,1,1,7,0,0,7.3,0,4.2
11,21.9768,2,1,56,3,1,1,1,1,9.6,0,1.9
11,12.1066,5,1,56,3,1,1,1,1,9.6,0,1.9
11,7.4345,2,1,49,1,1,1,1,1,6.7,4.2,3.3
2,10.1108,6,3,72,2,0,3,1,1,9.8,22.9,3.1
11,1.71963,7,1,40,3,0,1,1,1,7.4,2.1,3.6
11,12.2592,3,1,40,3,0,1,1,1,7.4,2.1,3.6
11,13.4034,3,1,40,3,0,1,1,1,7.4,2.1,3.6
3,2.86836,5,4,20,1,1,6,0,0,17.8,0,NULL
11,9.40749,5,1,38,1,0,4,1,1,6.7,4.2,3.3
2,10.0625,6,4,61,3,1,1,1,1,8.9,0.1,5
11,37.9635,2,2,48,3,0,1,1,1,14.6,0,1.9
2,17.7891,8,1,25,1,1,2,1,0,14.4,5.3,3.3
4,12.7947,2,1,25,1,1,2,1,0,14.4,5.3,3.3
1,35.4225,2,1,25,1,1,2,1,0,14.4,5.3,3.3
11,23.3946,2,3,43,2,0,1,1,1,7.8,19.2,1.9
3,2.75036,5,4,63,1,1,8,0,0,8.4,17.3,4.2
11,1.39603,7,4,45,3,1,1,1,1,12.3,0,1.1
11,1.0139,5,4,45,3,1,1,1,1,12.3,0,1.1
11,0.842016,5,4,45,3,1,1,1,1,12.3,0,1.1
11,10.028,3,4,45,3,1,1,1,1,12.3,0,1.1
11,10.0561,7,4,45,3,1,1,1,1,12.3,0,1.1
11,4.15752,10,4,45,3,1,1,1,1,12.3,0,1.1
11,4.00242,10,4,45,3,1,1,1,1,12.3,0,1.1
11,0.639217,9,4,45,3,1,1,1,1,12.3,0,1.1
11,0.913524,7,3,46,3,1,1,1,1,20.8,0,2.2
11,0.913524,10,3,46,3,1,1,1,1,20.8,0,2.2
11,22.5016,2,3,46,3,1,1,1,1,20.8,0,2.2
11,8.979,6,3,46,3,1,1,1,1,20.8,0,2.2
11,8.36358,5,4,59,1,1,8,1,1,17.7,2.8,2.5
11,8.36358,10,4,59,1,1,8,1,1,17.7,2.8,2.5
11,2.12414,10,4,59,1,1,8,1,1,17.7,2.8,2.5
11,7.36661,10,4,55,3,1,6,1,1,6.6,0,2.2
11,12.302,4,4,55,3,1,6,1,1,6.6,0,2.2
4,10.3784,2,4,57,3,1,1,1,1,8.9,0.1,5
11,4.9965,5,4,57,3,1,1,1,1,8.9,0.1,5
11,3.81491,7,1,56,3,0,1,1,1,16.2,0,3.1
11,11.6285,2,1,56,3,0,1,1,1,16.2,0,3.1
11,11.6285,10,1,56,3,0,1,1,1,16.2,0,3.1
11,7.41134,5,1,56,3,0,1,1,1,16.2,0,3.1
11,9.71221,2,4,59,3,0,1,1,1,21.7,28.9,NULL
11,1.24132,7,1,42,1,1,4,1,1,17.6,13.5,1.4
11,0.934425,5,1,42,1,1,4,1,1,17.6,13.5,1.4
11,0.78816,5,1,42,1,1,4,1,1,17.6,13.5,1.4
11,6.63078,2,4,59,3,1,1,1,1,12.3,0,1.1
11,2.78133,10,4,59,3,1,1,1,1,12.3,0,1.1
11,1.15655,5,4,59,3,1,1,1,1,12.3,0,1.1
11,1.39891,10,4,59,3,1,1,1,1,12.3,0,1.1
11,2.12893,10,4,59,3,1,1,1,1,12.3,0,1.1
11,7.5168,2,2,49,3,1,1,1,1,12.3,0,4.4
11,7.0853,8,3,51,2,1,4,1,1,7,0,NULL
11,9.81741,2,3,46,3,1,1,1,1,15,3.5,1.7
11,9.81741,11,3,46,3,1,1,1,1,15,3.5,1.7
11,1.02838,8,3,21,1,0,6,1,1,15,3.5,1.7
11,7.9366,7,4,54,3,1,8,1,1,21.7,28.9,NULL
11,8.10035,8,4,54,3,1,8,1,1,21.7,28.9,NULL
2,13.6522,2,3,36,1,1,1,0,1,9.8,22.9,3.1
11,7.18686,2,2,59,3,1,1,1,1,6.3,0,5.3
11,13.1173,8,3,60,3,1,3,1,1,11.7,0,4.7
11,9.89952,8,3,60,3,1,3,1,1,11.7,0,4.7
11,0.92952,7,3,60,3,1,3,1,1,11.7,0,4.7
11,0.420683,8,3,60,3,1,3,1,1,11.7,0,4.7
11,1.37882,7,3,60,3,1,3,1,1,11.7,0,4.7
11,10.1354,7,3,60,3,1,3,1,1,11.7,0,4.7
11,18.9708,4,1,22,1,1,6,1,1,6.7,4.2,3.3
11,12.1595,4,1,22,1,1,6,1,1,6.7,4.2,3.3
11,11.1956,9,1,22,1,1,6,1,1,6.7,4.2,3.3
11,4.16812,9,1,22,1,1,6,1,1,6.7,4.2,3.3
11,2.33842,5,4,38,3,0,3,1,1,6.6,0,2.2
11,24.786,10,4,38,3,0,3,1,1,6.6,0,2.2
2,15.3448,2,2,53,2,1,1,0,0,10.3,0.3,2.2
11,1.28098,7,4,48,1,1,4,1,1,8.9,0.1,5
11,1.28098,10,4,48,1,1,4,1,1,8.9,0.1,5
11,1.51159,7,3,52,2,1,8,1,1,7.3,0,4.2
1,25.6123,2,3,34,3,1,1,1,1,9.8,22.9,3.1
4,25.6123,2,3,34,3,1,1,1,0,9.8,22.9,3.1
11,18.9472,6,2,39,2,1,1,1,1,14.6,0,1.9
11,16.8854,6,2,39,2,1,1,1,1,14.6,0,1.9
11,1.49728,10,2,39,2,1,1,1,1,14.6,0,1.9
11,0.751331,10,2,39,2,1,1,1,1,14.6,0,1.9
11,0.458205,8,2,39,2,1,1,1,1,14.6,0,1.9
2,23.3672,2,2,51,1,0,1,0,0,18.8,0.2,1.1
11,13.2558,10,2,59,2,0,3,1,1,6.3,0,5.3
11,11.3134,5,2,49,1,1,8,1,1,10.3,0.3,2.2
11,4.24365,5,1,57,3,1,8,1,1,6.7,4.2,3.3
11,11.0091,7,4,48,2,0,1,1,1,8.9,0.1,5
11,12.8026,10,4,58,1,1,4,1,1,8.9,0.1,5
11,2.41289,6,4,58,1,1,4,1,1,8.9,0.1,5
11,10.393,6,4,58,1,1,4,1,1,8.9,0.1,5
11,15.9078,2,2,59,1,1,1,1,1,6.3,0,5.3
2,1.78748,8,4,71,1,1,3,1,1,8.4,17.3,4.2
4,4.55086,4,2,24,1,0,6,1,1,15.9,2.4,1.7
4,11.6861,2,1,60,1,0,1,0,0,12.3,0,NULL
11,2.92116,10,1,71,1,1,3,1,1,7.4,2.1,3.6
3,2.92116,10,1,71,1,1,3,1,0,7.4,2.1,3.6
11,2.48105,5,1,56,3,1,8,1,1,8.8,0,1.1
11,1.63199,5,3,73,1,0,3,1,1,7,0,NULL
11,2.14432,10,2,83,3,1,3,1,1,3.6,19.9,1.7
1,39.2553,2,3,55,3,1,1,0,0,7.8,19.2,1.9
1,12.3992,2,3,50,1,1,1,0,0,19.1,0,1.9
11,20.0183,2,3,43,3,0,1,1,1,7.8,19.2,1.9
11,9.96335,3,3,43,3,0,1,1,1,7.8,19.2,1.9
11,9.96335,2,3,43,3,0,1,1,1,7.8,19.2,1.9
11,3.313,7,3,43,3,0,1,1,1,7.8,19.2,1.9
4,11.3392,4,4,19,1,1,6,0,0,8.9,0.1,5
4,2.28342,5,2,75,1,0,3,1,0,18.8,0.2,1.1
11,0.991992,7,4,76,3,0,3,1,1,5.4,0,2.8
1,12.6814,10,4,76,3,0,3,1,1,5.4,0,2.8
2,11.8171,10,1,48,3,1,1,1,1,7.4,2.1,3.6
11,12.7305,2,2,50,1,1,1,1,1,7.4,1,3.1
11,5.0377,4,4,22,1,0,2,1,1,8.4,17.3,4.2
2,12.1528,8,1,71,1,0,3,1,0,8.8,0,1.1
3,1.85299,4,4,20,3,0,6,1,1,8.4,7.4,NULL
2,1.85299,4,4,20,3,0,6,1,1,8.4,7.4,NULL
10,0.714283,5,1,74,1,1,3,1,1,8.8,0,1.1
11,16.9062,2,2,59,3,0,1,1,1,3.6,19.9,1.7
11,19.7177,2,1,62,1,0,1,1,1,6.8,2.7,NULL
11,1.82112,5,4,65,3,0,3,1,1,12.3,0,1.1
2,24.3809,8,4,65,3,0,3,1,1,12.3,0,1.1
3,1.5717,10,2,56,1,0,4,0,0,5.4,17.6,NULL
4,22.9767,2,1,50,2,1,1,1,0,8.8,0,1.1
11,16.8147,2,4,59,3,0,1,1,1,12.3,0,1.1
11,20.4457,3,4,59,3,0,1,1,1,12.3,0,1.1
11,20.9143,3,4,59,3,0,1,1,1,12.3,0,1.1
11,5.91191,5,3,28,1,1,4,1,1,7,0,NULL
11,16.9635,5,3,28,1,1,4,1,1,7,0,NULL
11,11.5975,5,3,28,1,1,4,1,1,7,0,NULL
11,17.6598,2,3,55,1,1,1,1,1,7,0,NULL
3,1.61407,6,4,67,1,1,3,0,0,8.4,7.4,NULL
1,19.7189,8,4,67,1,1,3,0,0,8.4,7.4,NULL
2,12.4907,2,2,64,1,1,1,0,0,5.4,17.6,NULL
1,1.75893,4,4,67,1,0,6,1,1,8.4,17.3,4.2
4,13.9793,2,2,64,1,1,1,1,0,14.6,0,NULL
2,11.1361,8,3,72,2,1,3,0,1,7.8,19.2,1.9
4,4.43657,4,4,20,1,0,6,1,0,8.4,17.3,4.2
11,19.3758,4,4,20,3,0,2,1,1,20.2,0,2.5
11,14.3935,2,4,20,3,0,2,1,1,20.2,0,2.5
4,17.3923,2,4,51,3,1,1,1,1,20.2,0,2.5
11,9.49511,5,4,51,3,1,1,1,1,20.2,0,2.5
2,9.49511,8,4,15,1,0,6,0,0,20.2,0,2.5
11,0.330103,3,4,56,1,1,1,1,1,20.2,0,2.5
11,34.4752,2,1,53,1,0,1,1,1,19.4,0,2.5
1,17.0328,4,4,20,1,1,6,0,0,20.2,0,2.5
2,17.0328,4,4,20,1,1,6,0,0,20.2,0,2.5
11,16.4876,2,1,56,1,0,1,1,1,19.4,0,2.5
11,9.99556,8,4,48,2,1,1,1,1,18.1,0,2.8
11,12.9659,2,1,33,1,1,1,1,1,14.4,5.3,3.3
11,12.9659,9,1,33,1,1,1,1,1,14.4,5.3,3.3
11,12.8607,5,2,48,1,1,1,1,1,18.8,0.2,1.1
11,10.1069,2,2,48,1,1,1,1,1,18.8,0.2,1.1
11,7.75014,2,2,48,1,1,1,1,1,18.8,0.2,1.1
11,15.2857,2,2,37,1,1,1,1,1,15.9,2.4,1.7
11,0.566663,10,2,37,1,1,1,1,1,15.9,2.4,1.7
11,0.566663,7,2,37,1,1,1,1,1,15.9,2.4,1.7
11,0.425879,5,2,46,1,1,4,1,1,15.9,2.4,1.7
11,3.87358,10,2,46,1,1,4,1,1,15.9,2.4,1.7
2,28.2946,4,2,19,1,0,6,0,1,15.9,2.4,1.7
11,30.0048,2,2,51,3,1,1,1,1,18.8,0.2,1.1
11,2.97456,5,2,51,3,1,1,1,1,18.8,0.2,1.1
8,4.30186,11,2,17,1,1,6,0,1,18.8,0.2,1.1
8,4.30186,11,2,17,1,1,6,0,0,18.8,0.2,1.1
11,20.7531,2,1,52,1,1,1,1,1,15.5,13.8,NULL
11,0.317628,5,2,54,3,0,1,1,1,18.6,0.1,0
11,0.829946,9,2,54,3,0,1,1,1,18.6,0.1,0
11,99.1178,10,4,63,3,0,3,1,1,14.4,0,1.9
11,12.7441,2,2,53,1,0,1,1,1,15.9,2.4,1.7
11,0.365375,7,2,40,3,0,4,1,1,15.9,2.4,1.7
11,3.15003,5,2,40,3,0,4,1,1,15.9,2.4,1.7
11,2.80464,5,2,40,3,0,4,1,1,15.9,2.4,1.7
11,0.365375,10,2,40,3,0,4,1,1,15.9,2.4,1.7
11,16.9914,2,3,30,1,0,1,1,1,15,3.5,1.7
11,2.94945,5,2,53,3,1,4,1,1,18.8,0.2,1.1
11,0.202411,7,4,41,3,1,1,1,1,14.4,0,1.9
11,17.2446,2,4,41,3,1,1,1,1,14.4,0,1.9
11,17.0509,2,4,41,3,1,1,1,1,14.4,0,1.9
11,4.17934,6,4,41,3,1,1,1,1,14.4,0,1.9
11,27.8481,6,2,47,3,0,1,1,1,15.9,2.4,1.7
11,17.551,2,2,47,3,0,1,1,1,15.9,2.4,1.7
11,4.0851,5,4,63,3,1,3,1,1,17.8,0,NULL
11,1.74069,10,4,63,3,1,3,1,1,17.8,0,NULL
11,3.93433,2,4,45,1,0,1,1,1,17.8,0,NULL
11,5.4196,2,2,46,1,0,1,1,1,15.9,2.4,1.7
11,24.7533,3,2,46,1,0,1,1,1,15.9,2.4,1.7
11,20.0547,2,1,36,1,0,1,1,1,8.8,0,1.1
4,2.12564,2,4,43,3,1,1,0,0,5.4,0,2.8
4,1.79445,7,4,43,3,1,1,0,0,5.4,0,2.8
11,11.6214,5,1,48,3,1,4,1,1,14.4,5.3,3.3
11,9.4036,5,1,48,3,1,4,1,1,14.4,5.3,3.3
11,2.21923,5,1,48,3,1,4,1,1,14.4,5.3,3.3
11,2.89595,10,1,48,3,1,4,1,1,14.4,5.3,3.3
11,1.71695,10,1,35,3,0,1,1,1,19,5.6,0.8
11,21.4465,2,4,53,3,0,1,1,1,8.4,7.4,NULL
11,14.633,8,3,55,3,1,4,1,1,20.8,0,2.2
11,10.2302,10,1,58,3,0,3,1,1,12.3,0,NULL
11,1.45973,5,1,58,3,0,3,1,1,12.3,0,NULL
11,9.19941,5,1,58,3,0,3,1,1,12.3,0,NULL
11,12.4679,2,2,43,3,1,1,1,1,14.6,0,NULL
11,24.2742,7,3,26,3,0,6,1,1,7,0,NULL
11,8.88744,4,3,26,3,0,6,1,1,7,0,NULL
11,15.9721,4,3,26,3,0,6,1,1,7,0,NULL
11,23.2555,3,1,28,3,1,2,1,1,12.3,0,NULL
1,12.7274,10,1,73,1,1,3,0,0,7.4,2.1,3.6
4,13.4082,8,1,73,1,1,3,0,0,7.4,2.1,3.6
11,26.6816,3,3,51,3,1,1,1,1,18.4,0,2.2
11,12.0526,6,2,52,1,1,8,1,1,18.6,0.1,0
11,0.474183,9,2,52,1,1,8,1,1,18.6,0.1,0
8,3.7275,4,2,17,1,0,6,0,1,18.6,0.1,0
11,23.9621,2,2,50,3,0,1,1,1,18.6,0.1,0
11,2.07413,10,2,50,3,0,1,1,1,18.6,0.1,0
11,2.96395,5,2,50,3,0,1,1,1,18.6,0.1,0
11,12.508,9,2,50,3,0,1,1,1,18.6,0.1,0
11,15.1868,9,2,50,3,0,1,1,1,18.6,0.1,0
11,3.52369,7,3,51,3,1,8,1,1,20.8,0,2.2
2,27.8641,2,4,29,1,1,1,1,1,21.7,28.9,NULL
11,0.314072,5,4,52,1,1,1,1,1,17.8,0,NULL
11,3.41918,7,4,52,1,1,1,1,1,17.8,0,NULL
11,16.458,6,4,52,1,1,1,1,1,17.8,0,NULL
11,14.2742,6,4,52,1,1,1,1,1,17.8,0,NULL
11,17.0097,10,4,52,1,1,1,1,1,17.8,0,NULL
11,2.86271,7,4,52,1,1,1,1,1,17.8,0,NULL
2,16.5939,6,4,16,1,1,6,0,1,17.8,0,NULL
11,23.0561,10,1,64,3,0,3,1,1,15.5,13.8,NULL
11,0.824025,7,1,41,2,1,1,1,1,19,5.6,0.8
11,0.824025,10,1,41,2,1,1,1,1,19,5.6,0.8
11,15.2808,6,2,54,3,1,1,1,1,6.3,0,5.3
11,20.4928,10,4,69,1,0,3,1,1,20.2,0,2.5
11,28.7374,8,4,69,1,0,3,1,1,20.2,0,2.5
11,2.59497,5,4,70,1,0,3,1,1,8.4,17.3,4.2
2,3.85339,5,1,52,3,1,4,0,0,14.4,5.3,3.3
10,12.7669,6,4,86,1,1,3,0,0,5.4,0,2.8
11,7.51307,7,4,49,3,1,8,1,1,17.8,0,NULL
11,0.63878,8,4,49,3,1,8,1,1,17.8,0,NULL
11,6.99145,8,4,49,3,1,8,1,1,17.8,0,NULL
11,7.51307,10,4,49,3,1,8,1,1,17.8,0,NULL
11,18.3447,10,4,62,3,0,3,1,1,14.4,0,1.9
11,24.5451,2,4,46,2,1,1,1,1,17.8,0,NULL
11,0.654036,10,4,46,2,1,1,1,1,17.8,0,NULL
11,3.71975,7,4,46,2,1,1,1,1,17.8,0,NULL
11,3.80791,5,4,46,2,1,1,1,1,17.8,0,NULL
11,4.59579,5,4,46,2,1,1,1,1,17.8,0,NULL
11,1.46003,7,1,53,1,0,1,1,1,19,5.6,0.8
11,15.2283,5,1,53,1,0,1,1,1,19,5.6,0.8
11,14.6573,5,1,53,1,0,1,1,1,19,5.6,0.8
11,15.6794,9,1,53,1,0,1,1,1,19,5.6,0.8
11,10.4441,2,2,50,1,1,1,1,1,18.8,0.2,1.1
11,1.45404,7,2,64,1,1,3,1,1,15.9,2.4,1.7
11,3.32891,5,2,64,1,1,3,1,1,15.9,2.4,1.7
11,4.22178,5,2,64,1,1,3,1,1,15.9,2.4,1.7
11,1.86327,9,2,64,1,1,3,1,1,15.9,2.4,1.7
11,3.12623,10,2,64,1,1,3,1,1,15.9,2.4,1.7
11,4.99818,8,2,67,3,1,3,1,1,18.8,0.2,1.1
11,2.51969,10,2,67,3,1,3,1,1,18.8,0.2,1.1
11,2.95214,10,2,67,3,1,3,1,1,18.8,0.2,1.1
11,33.5815,8,2,67,3,1,3,1,1,18.8,0.2,1.1
11,3.75274,10,3,67,3,1,3,1,1,18.4,0,2.2
11,19.4779,10,3,77,1,0,3,1,1,18.4,0,2.2
11,37.5559,2,1,53,3,1,1,1,1,19,5.6,0.8
11,35.6875,5,1,53,3,1,1,1,1,19,5.6,0.8
11,4.33368,5,1,53,3,1,1,1,1,19,5.6,0.8
11,3.46049,5,2,81,1,0,3,1,1,18.8,0.2,1.1
11,363.255,8,3,47,2,1,8,1,1,18.4,0,2.2
2,28.779,6,2,63,1,1,3,1,1,15.9,2.4,1.7
11,1.66924,8,2,63,3,1,9,1,1,15.9,2.4,1.7
11,6.12739,7,1,57,3,0,4,1,1,17.6,13.5,1.4
11,6.12739,10,1,57,3,0,4,1,1,17.6,13.5,1.4
11,3.66011,5,1,57,3,0,4,1,1,17.6,13.5,1.4
11,4.09388,7,1,51,1,0,1,1,1,17.6,13.5,1.4
11,4.09388,10,1,51,1,0,1,1,1,17.6,13.5,1.4
11,2.82339,10,1,63,3,0,3,1,1,19,5.6,0.8
11,20.0444,2,1,52,2,1,1,1,1,17.6,13.5,1.4
2,14.2276,6,4,58,3,1,8,1,1,14.4,0,1.9
8,4.58475,4,4,15,1,1,6,0,1,14.4,0,1.9
11,24.6908,2,4,59,3,0,1,1,1,14.4,0,1.9
11,2.19126,10,3,41,1,0,1,1,1,18.4,0,2.2
11,14.142,10,1,66,3,0,3,1,1,17.6,13.5,1.4
11,13.4913,6,1,66,3,0,3,1,1,17.6,13.5,1.4
11,14.634,10,1,66,3,0,3,1,1,17.6,13.5,1.4
11,13.6228,10,1,66,3,0,3,1,1,17.6,13.5,1.4
11,14.9829,5,1,66,3,0,3,1,1,17.6,13.5,1.4
11,25.4125,2,2,62,3,1,1,1,1,15.9,2.4,1.7
11,3.70849,8,2,62,3,1,1,1,1,15.9,2.4,1.7
11,27.2661,8,2,62,3,1,1,1,1,15.9,2.4,1.7
11,0.0708913,3,4,57,3,0,1,1,1,17.8,0,NULL
11,0.0475721,2,4,57,3,0,1,1,1,17.8,0,NULL
11,4.49492,9,2,57,3,1,1,1,1,15.9,2.4,1.7
11,12.2279,10,2,62,1,0,4,1,1,18.8,0.2,1.1
11,12.0137,6,1,57,1,1,9,1,1,17.6,13.5,1.4
11,17.5702,2,4,60,1,0,1,1,1,8.9,0.1,5
11,19.6218,2,1,44,2,0,1,1,1,19,5.6,0.8
11,21.0496,2,2,23,2,0,1,1,1,18.6,0.1,0
11,4.00366,2,2,55,3,1,1,1,1,18.6,0.1,0
11,17.8689,5,2,55,3,1,1,1,1,18.6,0.1,0
11,24.2079,3,4,37,3,1,1,1,1,17.8,0,NULL
2,11.9709,10,4,75,1,1,3,0,0,8.9,0.1,5
11,15.6761,7,2,50,2,1,8,1,1,18.6,0.1,0
11,15.6761,10,2,50,2,1,8,1,1,18.6,0.1,0
11,28.2445,7,2,50,2,1,8,1,1,18.6,0.1,0
11,28.2445,10,2,50,2,1,8,1,1,18.6,0.1,0
11,14.6183,10,2,50,2,1,8,1,1,18.6,0.1,0
11,14.1968,10,2,54,3,0,1,1,1,18.8,0.2,1.1
2,14.1968,10,2,54,3,0,1,1,0,18.8,0.2,1.1
11,17.0393,2,3,48,3,0,1,1,1,7.8,19.2,1.9
3,1.67699,5,3,68,1,1,3,1,0,7.8,19.2,1.9
2,9.76582,11,2,71,1,1,3,0,0,7.4,1,3.1
11,3.32486,6,4,66,1,1,3,1,1,5.4,0,2.8
11,12.5288,8,4,68,2,1,3,1,1,5.4,0,2.8
2,14.1147,4,4,22,1,0,2,0,1,17.8,0,NULL
2,14.1147,4,4,22,1,0,2,0,0,17.8,0,NULL
11,10.5938,2,3,48,3,1,1,1,1,7.8,19.2,1.9
10,0.238658,5,3,48,3,1,1,1,1,7.8,19.2,1.9
2,2.80147,4,3,17,1,1,6,0,0,7.8,19.2,1.9
2,0.460384,5,4,82,2,0,3,0,0,5.4,0,2.8
2,0.460384,11,4,82,2,0,3,0,0,5.4,0,2.8
11,1.42637,9,4,56,1,0,4,1,1,20,0,1.1
11,0.97235,10,4,56,1,0,4,1,1,20,0,1.1
2,10.3476,7,2,61,1,1,4,1,1,7.4,1,3.1
2,10.3476,7,2,61,1,1,4,1,0,7.4,1,3.1
11,7.6498,10,4,73,3,1,3,1,1,8.4,17.3,4.2
11,9.64058,7,4,73,3,1,3,1,1,8.4,17.3,4.2
11,15.9448,7,4,73,3,1,3,1,1,8.4,17.3,4.2
11,8.73295,10,4,59,3,0,3,1,1,21.7,28.9,NULL
3,2.46157,10,1,21,1,0,4,1,0,7.4,2.1,3.6
11,1.9603,10,4,67,3,0,3,1,1,7.7,1,1.7
11,16.7303,6,4,60,3,0,4,1,1,20,0,1.1
11,3.48706,10,4,60,3,0,4,1,1,20,0,1.1
11,22.3222,2,4,55,3,1,1,1,1,8.4,17.3,4.2
11,4.15538,3,4,55,3,1,1,1,1,8.4,17.3,4.2
11,2.24196,3,4,55,3,1,1,1,1,8.4,17.3,4.2
11,19.2383,3,4,55,3,1,1,1,1,8.4,17.3,4.2
11,3.98593,2,2,46,1,0,1,1,1,7.4,1,3.1
11,8.12287,7,3,47,3,1,1,1,1,7.8,19.2,1.9
11,2.50341,7,3,47,3,1,1,1,1,7.8,19.2,1.9
11,6.45042,7,3,47,3,1,1,1,1,7.8,19.2,1.9
11,1.01329,7,3,47,3,1,1,1,1,7.8,19.2,1.9
11,7.18997,7,3,47,3,1,1,1,1,7.8,19.2,1.9
11,0.796276,7,3,47,3,1,1,1,1,7.8,19.2,1.9
11,0.366937,7,3,47,3,1,1,1,1,7.8,19.2,1.9
11,0.0900456,7,3,47,3,1,1,1,1,7.8,19.2,1.9
11,17.8608,2,4,28,3,1,1,1,1,8.4,17.3,4.2
1,23.1689,8,2,22,2,0,2,1,0,5.4,17.6,NULL
2,10.5922,2,2,22,2,0,2,1,0,5.4,17.6,NULL
5,8.57959,2,4,54,3,0,1,1,1,5.4,0,2.8
5,39.7062,6,4,54,3,0,1,1,1,5.4,0,2.8
11,48.241,6,4,54,3,0,1,1,1,5.4,0,2.8
11,1.00012,4,3,65,3,0,2,1,1,7.8,19.2,1.9
11,0.916214,5,3,65,3,0,2,1,1,7.8,19.2,1.9
11,0.189988,5,3,65,3,0,2,1,1,7.8,19.2,1.9
11,23.6175,2,1,51,3,0,1,1,1,7.4,2.1,3.6
11,18.3631,6,1,51,3,0,1,1,1,7.4,2.1,3.6
11,8.11252,6,1,51,3,0,1,1,1,7.4,2.1,3.6
11,5.54746,12,2,52,3,1,4,1,1,3.6,19.9,1.7
11,5.22404,10,2,52,3,1,4,1,1,3.6,19.9,1.7
11,3.74514,10,2,52,3,1,4,1,1,3.6,19.9,1.7
11,0.573855,5,2,52,3,1,4,1,1,3.6,19.9,1.7
11,5.0895,5,2,52,3,1,4,1,1,3.6,19.9,1.7
11,4.91989,5,2,52,3,1,4,1,1,3.6,19.9,1.7
11,0.454294,10,2,52,3,1,4,1,1,3.6,19.9,1.7
11,0.691546,10,2,52,3,1,4,1,1,3.6,19.9,1.7
11,1.25862,10,2,52,3,1,4,1,1,3.6,19.9,1.7
11,4.70872,7,2,52,3,1,4,1,1,3.6,19.9,1.7
11,4.70872,10,2,52,3,1,4,1,1,3.6,19.9,1.7
11,15.676,3,3,51,3,0,1,1,1,11.7,0,4.7
11,15.676,2,3,51,3,0,1,1,1,11.7,0,4.7
11,5.9848,3,3,51,3,0,1,1,1,11.7,0,4.7
11,5.9848,2,3,51,3,0,1,1,1,11.7,0,4.7
