mode_main,distance,main_reason,week_day,age,education,female,main_activity,license,cars,temp,precip,wind
11,6.66058,2,3,28,1,0,1,1,1,20.8,0,2.2
11,6.5865,2,4,36,1,0,1,1,1,20.2,0,2.5
11,0.408073,10,4,72,1,0,3,1,1,20.2,0,2.5
11,0.695542,2,4,30,1,0,1,1,1,20.2,0,2.5
11,5.08734,8,4,30,1,0,1,1,1,20.2,0,2.5
11,12.2635,2,3,47,1,1,1,1,1,20.8,0,2.2
11,21.9165,2,3,56,1,0,1,1,1,20.8,0,2.2
2,16.0245,2,3,54,1,1,1,1,0,20.8,0,2.2
11,3.05354,12,4,54,3,1,1,1,1,20.2,0,2.5
11,2.83219,2,4,54,3,1,1,1,1,20.2,0,2.5
11,2.83219,12,4,54,3,1,1,1,1,20.2,0,2.5
11,40.8762,2,4,48,3,0,1,1,1,20.2,0,2.5
8,4.97655,4,4,14,1,0,6,0,0,20.2,0,2.5
11,10.1855,5,3,35,1,1,1,1,1,20.8,0,2.2
11,6.58531,2,3,36,1,0,1,1,1,20.8,0,2.2
2,18.4686,2,4,37,1,1,1,0,0,20.2,0,2.5
11,0.28684,12,4,37,1,0,1,1,1,20.2,0,2.5
11,0.5577,3,4,37,1,0,1,1,1,20.2,0,2.5
11,0.583434,12,4,37,1,0,1,1,1,20.2,0,2.5
11,0.326728,12,4,37,1,1,1,1,1,20.2,0,2.5
11,20.1445,2,4,37,1,1,1,1,1,20.2,0,2.5
11,20.1676,2,4,37,1,1,1,1,1,20.2,0,2.5
2,5.11133,4,4,16,1,1,6,0,0,20.2,0,2.5
11,16.7336,2,4,34,1,0,1,1,1,20.2,0,2.5
11,11.215,2,4,32,1,1,1,1,1,20.2,0,2.5
2,15.9236,6,2,56,1,1,1,0,0,3.6,19.9,1.7
11,0.716361,2,1,42,1,1,1,1,1,10.8,0,2.2
11,30.7245,2,1,33,2,1,2,1,1,8.8,0,1.1
2,6.82369,11,1,33,2,1,2,1,1,8.8,0,1.1
11,6.82868,2,4,52,3,0,1,1,1,5.4,0,2.8
2,15.5501,4,4,20,2,1,6,1,1,5.4,0,2.8
4,34.2873,2,3,55,1,0,1,1,1,7.6,0,4.2
4,35.7227,2,3,50,1,1,1,1,1,7.6,0,4.2
2,35.7227,2,3,41,1,1,1,1,1,7.6,0,4.2
2,35.7227,2,3,26,1,1,1,1,1,7.6,0,4.2
2,28.6293,4,3,21,1,1,6,1,1,7.6,0,4.2
2,31.4632,3,4,38,1,1,1,1,1,8.4,17.3,4.2
4,35.6349,2,1,33,3,1,2,1,1,10.8,0,2.2
11,35.6349,2,1,33,3,1,2,1,1,10.8,0,2.2
11,0.0902181,7,1,36,3,1,1,1,1,10.8,0,2.2
11,0.420014,9,1,36,3,1,1,1,1,10.8,0,2.2
11,0.484655,9,1,36,3,1,1,1,1,10.8,0,2.2
11,0.78609,10,3,83,1,0,3,1,1,7.6,0,4.2
11,0.227682,10,3,83,1,0,3,1,1,7.6,0,4.2
11,6.71403,2,2,43,2,1,1,1,1,10.9,0,3.6
11,5.85678,7,2,41,1,0,1,1,1,10.9,0,3.6
11,21.7802,2,2,41,1,0,1,1,1,10.9,0,3.6
11,16.3005,2,2,41,1,0,1,1,1,10.9,0,3.6
2,15.3383,6,2,48,1,0,1,1,1,10.9,0,3.6
2,1.49812,10,2,32,1,1,4,0,0,10.9,0,3.6
2,7.56321,10,2,32,1,1,4,0,0,10.9,0,3.6
2,10.6044,2,4,55,1,0,1,1,1,8.9,0.1,5
3,1.06998,4,4,18,1,1,6,0,0,8.9,0.1,5
3,1.06998,4,4,16,1,1,6,0,0,8.9,0.1,5
2,8.10339,7,4,73,1,0,3,1,0,8.9,0.1,5
11,0.498756,2,4,39,1,1,1,1,1,8.9,0.1,5
1,11.8016,2,4,23,1,1,1,0,0,8.9,0.1,5
3,0.790978,12,2,86,2,1,3,0,0,5.4,17.6,NULL
11,1.43835,7,3,48,3,1,1,1,1,8.2,0,3.1
11,23.7056,2,3,48,3,1,1,1,1,8.2,0,3.1
11,25.1328,2,3,48,3,1,1,1,1,8.2,0,3.1
11,2.96092,5,4,31,2,1,4,1,1,20,0,1.1
11,25.4214,2,4,32,1,0,1,1,1,20,0,1.1
11,0.319747,7,1,28,1,0,6,1,1,14.9,0,1.7
11,1.3332,2,4,41,2,0,1,1,1,14.4,0,1.9
11,28.4029,2,4,37,2,0,1,1,1,6.6,0,2.2
2,26.1947,2,1,40,1,1,1,0,0,6.8,2.7,NULL
2,0.433161,7,1,40,1,1,1,0,0,6.8,2.7,NULL
2,0.37444,9,1,9,1,0,6,0,0,6.8,2.7,NULL
2,26.8064,2,4,65,1,1,1,0,0,8.4,7.4,NULL
1,27.2277,2,4,50,1,0,1,1,1,8.4,7.4,NULL
11,32.5891,2,2,53,3,0,1,1,1,5.4,17.6,NULL
1,27.6103,4,2,21,1,0,6,0,0,5.4,17.6,NULL
2,27.6103,4,2,21,1,0,6,0,0,5.4,17.6,NULL
11,1.79645,5,4,64,1,1,3,1,1,18.7,0,2.5
11,19.1098,2,4,35,3,1,1,1,1,18.7,0,2.5
11,18.5239,2,4,31,3,0,1,1,1,18.7,0,2.5
11,1.67814,7,4,66,1,0,3,1,1,20.2,0,2.5
11,3.719,5,4,73,3,0,3,1,1,20.2,0,2.5
11,15.1245,2,2,50,2,0,1,1,1,12.3,0,4.4
2,28.8648,2,3,51,2,1,1,1,0,6.8,2.6,2.2
11,1.5978,6,1,49,2,0,1,1,1,7.4,2.1,3.6
11,6.21134,2,1,43,1,1,1,1,1,12.3,0,NULL
11,1.28548,7,1,47,2,0,4,1,1,12.3,0,NULL
3,2.10204,4,1,18,2,1,6,0,0,12.3,0,NULL
3,1.6265,2,4,47,1,1,1,0,0,20,0,1.1
11,42.0819,7,4,45,1,0,4,1,1,20,0,1.1
11,17.9213,7,4,47,3,1,8,1,1,20.2,0,2.5
11,6.06533,7,4,47,3,1,8,1,1,20.2,0,2.5
11,0.840185,5,4,47,3,1,8,1,1,20.2,0,2.5
3,2.80898,2,4,53,3,1,1,1,0,6.6,0,2.2
1,11.3931,2,4,26,1,0,1,1,0,6.6,0,2.2
11,0.343925,2,3,54,3,1,1,1,1,6.8,2.6,2.2
11,9.5993,2,3,55,1,0,1,1,1,6.8,2.6,2.2
2,9.5993,4,3,22,3,1,6,0,0,6.8,2.6,2.2
11,3.95164,2,3,47,1,1,1,1,1,7.8,19.2,1.9
2,32.7551,4,3,18,1,1,6,0,0,7.8,19.2,1.9
11,10.1527,2,4,58,1,0,1,1,1,12.3,0,1.1
11,34.3008,2,4,53,1,1,1,1,1,12.3,0,1.1
11,32.2069,2,4,30,1,0,1,1,1,12.3,0,1.1
11,0.992721,8,4,26,1,0,4,1,1,12.3,0,1.1
11,10.9642,2,3,49,2,0,1,1,1,18.4,0,2.2
11,2.75441,2,3,21,1,0,1,1,1,18.4,0,2.2
3,1.23539,4,3,18,1,1,6,0,0,18.4,0,2.2
11,2.29832,2,2,46,2,1,1,1,1,3.6,19.9,1.7
11,2.69228,7,2,46,2,1,1,1,1,3.6,19.9,1.7
11,0.546756,7,2,46,2,1,1,1,1,3.6,19.9,1.7
11,1.43511,9,2,46,2,1,1,1,1,3.6,19.9,1.7
3,0.886389,5,3,66,1,0,3,0,0,6.8,2.6,2.2
11,3.30854,2,1,51,2,0,1,1,1,6.7,4.2,3.3
11,1.92821,2,1,48,1,1,1,1,1,6.7,4.2,3.3
2,25.269,2,2,28,3,1,2,1,0,6.3,0,5.3
3,1.53172,10,1,30,1,1,1,0,0,6.7,4.2,3.3
1,27.8249,2,4,45,1,1,1,0,0,20,0,1.1
11,8.26394,2,2,38,1,0,1,1,1,14.6,0,NULL
3,0.9296,4,2,17,1,0,6,0,0,14.6,0,NULL
11,1.06321,2,1,25,1,0,1,1,1,19,5.6,0.8
3,1.06321,2,1,21,1,1,1,0,0,19,5.6,0.8
11,3.2989,2,1,39,3,0,1,1,1,6.7,4.2,3.3
1,28.0047,2,2,44,3,1,1,1,0,18.8,0.2,1.1
11,15.4465,2,2,41,1,0,1,1,1,18.8,0.2,1.1
8,10.0122,2,1,60,2,0,1,1,1,17.6,13.5,1.4
3,2.34321,2,1,32,3,1,1,1,0,17.6,13.5,1.4
2,29.8293,2,1,61,1,1,1,0,0,19,5.6,0.8
11,1.68138,2,1,34,2,0,1,1,1,19,5.6,0.8
11,1.47536,7,4,50,3,1,4,1,1,12.3,0,1.1
11,1.19062,9,4,50,3,1,4,1,1,12.3,0,1.1
8,21.4334,4,4,6,1,0,6,0,0,12.3,0,1.1
8,20.3728,9,4,6,1,0,6,0,0,12.3,0,1.1
11,28.0342,2,4,42,3,1,1,1,1,14.4,0,1.9
11,25.1577,2,1,47,3,1,1,1,1,9.6,0,1.9
3,2.67259,2,3,61,1,1,1,0,0,9.8,22.9,3.1
1,30.1347,10,1,49,2,1,4,1,1,6.7,4.2,3.3
1,29.7669,10,1,49,2,1,4,1,1,6.7,4.2,3.3
11,6.05581,2,4,36,1,1,1,1,1,8.9,0.1,5
11,1.28842,4,4,36,1,0,2,1,1,8.9,0.1,5
11,4.17707,2,4,36,1,0,2,1,1,8.9,0.1,5
11,3.6061,2,3,47,3,1,1,1,1,8.2,0,3.1
8,13.8445,4,3,13,1,0,6,0,0,8.2,0,3.1
11,3.25256,5,1,64,1,0,3,1,1,14.9,0,1.7
11,2.27506,2,1,30,2,0,1,1,1,14.9,0,1.7
11,16.8641,10,1,71,3,0,3,1,1,14.9,0,1.7
1,30.5185,2,2,45,3,1,1,0,0,4.7,0,3.6
11,26.0135,2,1,40,1,1,1,1,1,17.6,13.5,1.4
11,18.6888,2,4,25,3,1,1,1,1,14.4,0,1.9
3,2.17904,9,4,73,1,0,3,0,0,8.4,7.4,NULL
11,26.9384,2,1,46,3,0,1,1,1,6.8,2.7,NULL
2,30.6918,4,1,30,1,1,6,0,0,6.8,2.7,NULL
11,8.09378,2,1,33,1,1,1,1,1,12.3,0,NULL
1,23.4199,4,1,23,2,0,6,1,1,17.6,13.5,1.4
3,2.36289,4,4,72,1,1,6,0,0,8.4,7.4,NULL
11,1.49599,2,2,32,1,0,1,1,1,14.6,0,NULL
3,2.70605,12,3,56,1,1,3,0,0,6.8,2.6,2.2
11,0.521849,2,3,52,3,1,1,1,1,9.8,22.9,3.1
1,32.1957,4,3,25,1,1,6,1,0,9.8,22.9,3.1
1,32.1957,4,3,25,1,1,6,1,1,9.8,22.9,3.1
11,19.6538,2,4,40,2,0,1,1,1,20,0,1.1
8,2.33295,6,4,83,1,1,3,0,0,8.9,0.1,5
11,1.06393,2,3,33,1,1,1,1,1,7.3,0,4.2
2,27.5578,2,3,41,1,0,1,0,0,7.3,0,4.2
11,5.21366,2,1,60,1,1,1,1,1,7.4,2.1,3.6
11,2.51102,10,4,41,1,0,4,1,1,14.4,0,1.9
11,8.24895,2,1,45,2,1,1,1,1,12.3,0,NULL
3,2.64839,4,1,15,1,1,6,0,0,12.3,0,NULL
11,0.686622,5,2,68,1,0,3,1,1,18.8,0.2,1.1
11,0.455179,7,2,68,1,0,3,1,1,18.8,0.2,1.1
11,26.9831,2,2,43,3,0,1,1,1,12.3,0,4.4
2,20.6336,2,3,56,1,1,1,0,0,11.7,0,4.7
11,10.8168,2,3,27,1,0,1,1,1,11.7,0,4.7
11,29.3991,2,4,43,3,0,1,1,1,12.3,0,1.1
2,28.9041,2,4,41,3,1,1,1,1,12.3,0,1.1
3,2.51583,6,1,44,3,1,4,1,1,14.4,5.3,3.3
1,28.4774,2,1,46,3,0,1,1,1,14.4,5.3,3.3
3,2.51583,6,1,8,1,1,6,0,0,14.4,5.3,3.3
11,0.524015,2,4,52,1,1,1,1,1,8.9,0.1,5
11,3.4878,11,4,52,1,1,1,1,1,8.9,0.1,5
11,23.7,12,4,52,1,1,1,1,1,8.9,0.1,5
11,22.4979,12,4,52,1,1,1,1,1,8.9,0.1,5
11,1.09869,2,4,52,1,1,1,1,1,8.9,0.1,5
11,22.4683,2,2,46,1,0,1,1,1,6.3,0,5.3
11,1.14296,8,2,24,1,0,4,1,1,6.3,0,5.3
1,9.67673,10,3,73,1,1,3,1,1,6.8,2.6,2.2
3,9.67673,10,3,73,1,1,3,1,1,6.8,2.6,2.2
11,0.867737,2,1,58,3,0,1,1,1,19.4,0,2.5
11,13.4865,7,3,60,1,0,4,1,1,7,0,NULL
11,3.36322,6,3,61,2,0,4,1,1,7,0,NULL
11,2.26148,5,3,61,2,0,4,1,1,7,0,NULL
11,1.41525,5,3,61,2,0,4,1,1,7,0,NULL
1,26.7188,2,3,28,3,1,1,0,0,7,0,NULL
11,12.0708,2,3,58,1,0,1,1,1,11.7,0,4.7
11,1.41655,2,4,43,2,0,1,1,1,20.2,0,2.5
11,2.40219,2,2,40,1,1,1,1,1,12.3,0,4.4
11,11.5859,2,2,44,2,1,1,1,1,4.7,0,3.6
11,7.55398,2,4,47,1,0,1,1,1,5.4,0,2.8
11,22.4532,2,4,41,1,1,1,1,1,20,0,1.1
11,3.22162,5,4,41,1,0,4,1,1,20,0,1.1
11,3.18561,5,4,48,1,1,4,1,1,20,0,1.1
11,15.6489,2,4,48,1,0,1,1,1,20,0,1.1
1,29.7001,4,4,19,1,0,6,0,0,18.7,0,2.5
2,26.7834,2,4,24,1,1,1,0,0,14.4,0,1.9
2,26.3182,2,4,25,1,0,1,0,0,14.4,0,1.9
11,7.69332,2,4,36,1,0,1,1,1,18.1,0,2.8
11,20.6256,2,4,42,2,1,1,1,1,18.1,0,2.8
11,17.2554,7,2,72,1,0,3,1,1,14.6,0,NULL
11,2.04172,2,4,36,1,0,1,1,1,8.4,7.4,NULL
2,11.4979,2,4,48,2,1,1,1,1,8.4,7.4,NULL
11,17.2615,2,4,51,1,0,1,1,1,8.4,7.4,NULL
2,3.54106,4,4,20,1,1,6,0,0,8.4,7.4,NULL
11,2.63145,2,4,52,1,1,1,1,1,8.4,7.4,NULL
11,10.5979,2,4,49,1,0,1,1,1,8.4,7.4,NULL
11,8.55429,2,4,26,3,0,1,1,1,8.4,7.4,NULL
1,10.4171,2,1,59,1,1,1,1,1,17.6,13.5,1.4
11,9.85036,9,1,25,3,1,2,1,1,17.6,13.5,1.4
1,10.2844,2,3,50,1,0,1,0,0,18.4,0,1.9
1,25.8855,2,3,45,1,1,1,0,0,18.4,0,1.9
3,1.48508,4,3,10,1,0,6,0,0,18.4,0,1.9
2,26.1203,12,3,22,1,1,6,1,1,18.4,0,1.9
3,1.76073,5,2,57,1,1,8,0,0,6.3,0,5.3
1,26.7495,2,1,26,3,0,1,1,0,6.8,0,1.7
11,28.1153,2,1,60,3,0,1,1,1,19,5.6,0.8
11,1.45489,9,1,38,2,0,1,1,1,9.6,0,1.9
11,6.8326,2,4,51,2,0,1,1,1,18.1,0,2.8
3,1.66565,4,4,17,1,1,6,0,0,18.1,0,2.8
11,1.87997,7,4,61,2,0,4,1,1,18.1,0,2.8
11,25.2792,2,1,27,1,0,1,1,1,19.4,0,2.5
2,28.1005,2,1,54,2,0,1,1,0,19.4,0,2.5
11,3.95159,2,1,46,1,1,1,1,1,19.4,0,2.5
11,22.6569,2,1,29,1,0,1,1,1,19.4,0,2.5
2,25.2792,2,1,25,1,1,1,0,0,19.4,0,2.5
11,0.901127,2,1,52,1,0,1,1,1,6.7,4.2,3.3
1,29.5364,2,1,51,3,1,1,1,1,6.7,4.2,3.3
11,24.3518,2,2,35,3,1,1,1,1,10.9,0,3.6
11,24.3518,2,2,38,3,0,1,1,1,10.9,0,3.6
11,30.6287,6,2,48,1,0,1,1,1,5.4,17.6,NULL
11,22.6152,2,3,45,1,0,1,1,1,7,0,NULL
11,2.31467,2,4,33,1,0,1,1,1,8.4,17.3,4.2
11,1.97319,2,1,46,1,1,1,1,1,17.6,13.5,1.4
11,1.0759,3,1,45,3,0,1,1,1,17.6,13.5,1.4
2,1.97319,4,1,14,1,0,6,0,0,17.6,13.5,1.4
3,1.43823,9,1,41,1,1,4,0,0,6.8,2.7,NULL
2,3.49815,6,1,65,1,1,8,0,0,6.8,2.7,NULL
11,1.33794,2,1,43,1,0,1,1,1,6.8,2.7,NULL
3,0.761892,6,1,16,1,1,6,0,0,6.8,2.7,NULL
3,1.30204,6,1,16,1,1,6,0,0,6.8,2.7,NULL
2,1.50263,5,2,77,1,0,3,0,0,5.4,17.6,NULL
3,3.58716,10,1,74,1,1,7,1,0,12.3,0,NULL
11,0.878319,2,1,22,1,0,1,1,1,12.3,0,NULL
11,19.0617,2,1,43,1,0,1,1,1,14.9,0,1.7
11,2.75893,12,2,45,2,0,1,1,1,3.6,19.9,1.7
11,5.53982,2,2,45,2,0,1,1,1,3.6,19.9,1.7
11,5.53982,12,2,45,2,0,1,1,1,3.6,19.9,1.7
11,23.0579,2,4,61,3,0,1,1,1,14.4,0,1.9
3,1.27194,5,4,57,1,1,7,1,0,14.4,0,1.9
1,33.0436,4,4,24,3,1,6,0,0,14.4,0,1.9
8,1.92619,4,4,19,1,1,6,0,0,14.4,0,1.9
1,39.7469,10,4,79,1,1,3,0,0,18.7,0,2.5
11,1.65493,2,2,57,1,0,1,1,1,12.3,0,4.4
11,1.25701,2,2,40,3,0,1,1,1,12.3,0,4.4
11,2.83227,5,3,48,2,0,1,1,1,9.8,22.9,3.1
1,43.2777,4,3,10,1,1,6,0,0,9.8,22.9,3.1
11,22.0868,2,3,55,1,0,1,1,1,11.7,0,4.7
3,2.09772,4,3,22,2,0,6,0,0,11.7,0,4.7
2,25.3919,2,2,61,1,1,1,0,0,6.3,0,5.3
11,3.27448,2,4,50,1,0,1,1,1,20,0,1.1
11,5.971,2,4,47,2,1,1,1,1,20,0,1.1
11,22.0016,2,4,43,2,0,1,1,1,20,0,1.1
2,16.4825,2,4,22,2,1,1,1,1,20,0,1.1
2,0.777038,4,4,17,1,1,6,0,0,20,0,1.1
11,18.0425,2,2,41,2,1,1,1,1,14.6,0,1.9
1,26.3993,2,4,43,3,1,1,1,1,8.4,0,1.4
2,26.3993,2,4,43,3,1,1,1,1,8.4,0,1.4
11,8.8026,2,4,44,2,0,1,1,1,8.4,0,1.4
11,17.8614,2,3,49,1,1,1,1,1,6.8,2.6,2.2
3,1.92671,4,3,15,1,0,6,0,0,6.8,2.6,2.2
11,22.4572,2,1,45,2,1,1,1,1,19.4,0,2.5
11,22.2933,5,1,45,2,1,1,1,1,19.4,0,2.5
11,0.348016,5,1,45,2,1,1,1,1,19.4,0,2.5
2,27.3282,6,2,60,1,1,1,0,0,7.4,1,3.1
2,20.5995,11,2,60,1,1,1,0,0,7.4,1,3.1
11,2.13368,9,3,67,1,0,3,1,1,6.8,2.6,2.2
2,29.6184,2,3,44,2,1,1,1,1,18.4,0,1.9
2,21.8996,4,3,11,1,0,6,0,0,18.4,0,1.9
8,2.28394,12,4,87,1,1,3,0,0,8.4,0,1.4
11,10.8789,10,4,72,2,0,3,1,1,20.2,0,2.5
3,1.03859,2,4,61,1,1,1,1,0,20.2,0,2.5
11,3.62352,2,1,50,3,0,1,1,1,19.4,0,2.5
11,10.9409,7,1,68,1,0,3,1,1,19.4,0,2.5
2,30.564,2,4,56,2,0,1,1,1,20.2,0,2.5
11,1.50461,10,4,35,1,1,4,1,1,18.1,0,2.8
11,2.04521,2,4,36,1,0,1,1,1,18.1,0,2.8
1,28.4379,2,4,39,3,0,1,1,1,18.1,0,2.8
11,31.1455,2,3,56,1,0,1,1,1,11.7,0,4.7
2,28.3093,2,3,54,1,1,1,1,1,11.7,0,4.7
11,12.8068,10,3,25,1,0,1,1,1,11.7,0,4.7
3,0.658746,6,3,84,1,0,3,0,0,11.7,0,4.7
2,28.6386,2,4,51,1,1,1,1,1,12.3,0,1.1
11,1.31316,10,3,68,1,0,3,1,1,7,0,NULL
11,7.27501,2,1,44,1,1,1,1,1,9.6,0,1.9
2,35.451,4,1,19,1,1,6,0,0,9.6,0,1.9
11,22.8556,6,1,50,3,1,1,1,1,6.7,4.2,3.3
11,18.2518,2,3,46,3,1,1,1,1,7.8,19.2,1.9
11,24.6733,2,3,47,3,0,1,1,1,7.8,19.2,1.9
3,2.56835,9,3,15,1,0,6,0,0,7.8,19.2,1.9
11,16.8474,10,2,64,2,0,3,1,1,10.3,0.3,2.2
11,1.24554,2,2,36,1,0,1,1,1,3.6,19.9,1.7
11,2.19184,2,2,37,3,1,1,1,1,3.6,19.9,1.7
11,10.8583,2,4,41,1,1,1,1,1,20.2,0,2.5
11,50.6514,2,2,25,1,0,1,1,1,18.8,0.2,1.1
11,1.20695,2,2,31,1,1,1,1,1,18.8,0.2,1.1
3,0.84683,4,2,22,1,0,6,1,0,6.3,0,5.3
3,1.97717,10,2,57,1,1,7,0,0,6.3,0,5.3
3,0.591886,2,2,40,1,1,1,0,0,6.3,0,5.3
11,5.50678,2,2,40,1,0,1,1,1,6.3,0,5.3
11,3.54248,5,2,22,1,0,4,1,1,7.4,1,3.1
11,22.5015,2,2,27,1,0,1,1,1,7.4,1,3.1
11,22.5015,2,2,51,1,0,1,1,1,7.4,1,3.1
11,4.32838,2,4,26,3,1,1,1,1,14.4,0,1.9
11,2.01833,5,4,57,3,1,4,1,1,14.4,0,1.9
3,1.69116,6,4,38,1,1,3,0,0,18.7,0,2.5
3,1.77688,8,4,76,1,0,3,1,1,18.7,0,2.5
11,11.0919,2,3,47,2,0,1,1,1,19.1,0,1.9
11,30.0243,2,4,54,3,0,1,1,1,14.4,0,1.9
3,2.97858,2,4,53,3,1,1,1,0,14.4,0,1.9
1,38.9134,4,2,19,1,1,6,0,0,12.3,0,4.4
11,2.64268,2,4,54,1,1,1,1,1,7.7,1,1.7
1,17.154,2,3,52,2,0,1,1,1,9.8,22.9,3.1
1,17.154,2,3,54,3,1,1,1,1,9.8,22.9,3.1
11,8.52132,2,4,47,3,1,1,1,1,7.7,1,1.7
11,2.85237,2,4,48,1,0,1,1,1,7.7,1,1.7
11,4.16175,2,4,20,1,1,2,1,1,7.7,1,1.7
11,2.0662,2,4,53,3,1,1,1,1,7.7,1,1.7
11,17.736,2,1,35,3,0,1,1,1,10.8,0,2.2
3,0.632146,4,3,72,1,1,6,0,0,7.8,19.2,1.9
3,1.92366,2,3,45,3,1,1,0,0,7.8,19.2,1.9
11,3.24461,2,3,48,3,1,1,1,1,9.8,22.9,3.1
8,29.4629,4,3,18,1,1,6,0,0,9.8,22.9,3.1
1,29.9038,8,2,22,1,1,1,0,0,5.4,17.6,NULL
11,28.6282,2,4,35,2,0,1,1,1,8.4,7.4,NULL
11,25.3018,7,4,35,2,0,1,1,1,8.4,7.4,NULL
11,3.93216,6,3,62,3,0,3,1,1,7.3,0,4.2
11,1.60039,5,3,62,3,0,3,1,1,7.3,0,4.2
11,4.18562,5,3,62,3,0,3,1,1,7.3,0,4.2
11,0.503701,8,4,27,1,0,4,1,1,14.4,0,1.9
1,28.065,2,4,48,2,1,1,1,1,14.4,0,1.9
11,4.11595,2,4,49,2,0,1,1,1,14.4,0,1.9
3,1.37549,4,4,22,1,1,6,1,0,14.4,0,1.9
3,1.37957,2,4,22,1,1,1,0,0,14.4,0,1.9
3,1.28869,4,4,14,1,0,6,0,0,20.2,0,2.5
2,10.534,3,4,51,1,1,1,1,0,20.2,0,2.5
2,8.5873,3,4,51,1,1,1,1,0,20.2,0,2.5
1,3.66585,4,4,23,1,1,6,1,0,20.2,0,2.5
11,0.636043,5,4,50,3,1,1,1,1,18.1,0,2.8
11,23.0327,2,4,49,2,0,1,1,1,18.1,0,2.8
11,42.8356,2,4,52,2,0,1,1,1,18.1,0,2.8
11,8.4072,8,4,23,1,0,4,1,1,18.1,0,2.8
11,1.61387,10,2,25,1,0,4,1,1,14.6,0,NULL
11,24.1903,2,4,55,1,1,1,1,1,8.4,7.4,NULL
11,13.3507,2,4,28,1,0,1,1,1,8.4,7.4,NULL
11,2.5776,2,2,53,1,0,1,1,1,20.5,0,1.4
11,26.7636,2,2,42,1,1,1,1,1,20.5,0,1.4
11,7.6623,2,3,62,1,1,1,1,1,7,0,NULL
2,28.6861,2,3,66,1,0,1,1,0,7,0,NULL
11,10.0763,2,3,49,3,0,1,1,1,11.7,0,4.7
11,31.3783,2,3,49,3,1,2,1,1,11.7,0,4.7
11,3.55176,4,3,49,3,1,2,1,1,11.7,0,4.7
2,29.879,4,3,19,1,1,6,0,0,11.7,0,4.7
2,29.3034,5,2,76,3,0,3,0,0,20.5,0,1.4
2,29.3034,5,2,62,1,1,1,1,0,20.5,0,1.4
2,29.3034,5,2,24,3,1,6,1,0,20.5,0,1.4
11,4.27205,2,2,23,1,0,1,1,1,20.5,0,1.4
3,1.4229,8,4,63,1,1,4,1,1,18.7,0,2.5
3,1.4229,8,4,71,1,0,3,1,1,18.7,0,2.5
11,5.28065,2,3,42,1,0,1,1,1,7.3,0,4.2
2,28.0667,11,1,72,1,0,3,1,1,12.3,0,NULL
8,16.9673,4,1,14,1,0,6,0,0,12.3,0,NULL
2,22.2379,10,4,50,1,0,4,1,1,18.1,0,2.8
11,1.16665,7,4,39,1,1,1,1,1,18.1,0,2.8
1,8.79584,2,1,26,3,1,1,0,0,6.7,4.2,3.3
11,52.2529,2,1,29,3,0,1,1,1,6.7,4.2,3.3
3,2.65686,4,4,23,3,0,6,0,0,5.4,0,2.8
3,2.65686,4,4,22,2,1,6,0,0,5.4,0,2.8
11,4.48053,7,2,28,1,0,4,1,1,3.6,19.9,1.7
11,4.67597,7,2,28,1,0,4,1,1,3.6,19.9,1.7
11,0.210619,7,2,28,1,0,4,1,1,3.6,19.9,1.7
3,27.1152,2,4,25,3,0,1,1,1,8.4,17.3,4.2
2,27.1152,2,4,25,3,0,1,1,0,8.4,17.3,4.2
11,34.7269,2,4,45,3,0,1,1,1,7.7,1,1.7
11,26.0691,2,4,43,3,1,1,1,1,7.7,1,1.7
3,2.79735,8,1,49,3,1,4,1,0,14.9,0,1.7
2,24.1452,2,1,39,3,0,1,0,0,14.9,0,1.7
11,21.0893,2,3,50,1,0,1,1,1,18.4,0,1.9
1,25.7064,2,3,24,2,0,1,1,1,18.4,0,1.9
11,23.001,2,2,46,1,0,1,1,1,14.6,0,NULL
3,1.93664,6,1,69,1,0,3,1,1,7.4,2.1,3.6
11,1.98253,2,2,41,2,1,1,1,1,20.5,0,1.4
11,3.03996,7,2,41,2,1,1,1,1,20.5,0,1.4
3,0.922991,2,1,38,1,0,1,0,0,14.9,0,1.7
11,0.861781,2,4,61,3,0,1,1,1,14.4,0,1.9
11,4.6096,9,4,23,1,1,6,1,1,14.4,0,1.9
11,12.5549,2,1,38,3,1,1,1,1,6.7,4.2,3.3
11,3.01293,2,3,40,2,0,1,1,1,7.6,0,4.2
11,2.72695,2,3,40,1,1,1,1,1,7.6,0,4.2
3,2.44362,5,3,52,1,1,7,0,0,7.8,19.2,1.9
1,26.8891,2,3,53,3,0,1,1,1,7.8,19.2,1.9
11,9.81964,2,1,59,3,0,1,1,1,12.3,0,NULL
11,26.205,2,1,56,2,1,1,1,1,12.3,0,NULL
11,36.1358,2,2,44,2,1,1,1,1,12.3,0,4.4
11,1.83131,2,2,43,2,0,1,1,1,12.3,0,4.4
11,1.65084,2,1,42,3,0,1,1,1,6.8,2.7,NULL
2,28.7544,2,1,43,2,1,1,1,0,6.8,2.7,NULL
3,2.68908,6,2,60,3,1,1,1,1,20.5,0,1.4
1,30.2924,4,2,24,3,0,6,1,0,20.5,0,1.4
1,23.0501,4,2,20,2,1,6,0,0,20.5,0,1.4
11,23.4258,2,1,48,3,0,1,1,1,6.8,2.7,NULL
11,12.5095,2,1,46,3,1,1,1,1,6.8,2.7,NULL
11,23.1306,10,2,63,1,0,3,1,1,5.4,17.6,NULL
11,5.86047,11,1,65,1,0,3,1,1,14.4,5.3,3.3
